"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2026-01","Canada","2016A000011124","Dairy products and eggs","2002=100","17","units","0","v41690992","2.21","178.2","","","","1"
"2026-02","Canada","2016A000011124","Dairy products and eggs","2002=100","17","units","0","v41690992","2.21","178.7","","","","1"
"2026-03","Canada","2016A000011124","Dairy products and eggs","2002=100","17","units","0","v41690992","2.21","181.0","","","","1"
"2026-04","Canada","2016A000011124","Dairy products and eggs","2002=100","17","units","0","v41690992","2.21","178.3","","","","1"
"2021-01","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","163.1","","","","1"
"2021-02","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","168.6","","","","1"
"2021-03","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","167.3","","","","1"
"2021-04","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","166.9","","","","1"
"2021-05","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","168.8","","","","1"
"2021-06","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","168.2","","","","1"
"2021-07","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","166.6","","","","1"
"2021-08","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","167.2","","","","1"
"2021-09","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","168.5","","","","1"
"2021-10","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","168.9","","","","1"
"2021-11","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","170.7","","","","1"
"2021-12","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","175.4","","","","1"
"2022-01","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","175.1","","","","1"
"2022-02","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","178.2","","","","1"
"2022-03","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","181.0","","","","1"
"2022-04","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","182.7","","","","1"
"2022-05","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","183.2","","","","1"
"2022-06","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","185.1","","","","1"
"2022-07","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","189.2","","","","1"
"2022-08","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","193.0","","","","1"
"2022-09","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","193.5","","","","1"
"2022-10","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","194.6","","","","1"
"2022-11","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","197.2","","","","1"
"2022-12","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","199.1","","","","1"
"2023-01","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","202.3","","","","1"
"2023-02","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","203.0","","","","1"
"2023-03","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","206.7","","","","1"
"2023-04","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","208.8","","","","1"
"2023-05","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","210.6","","","","1"
"2023-06","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","208.9","","","","1"
"2023-07","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","207.8","","","","1"
"2023-08","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","207.7","","","","1"
"2023-09","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","209.0","","","","1"
"2023-10","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","208.1","","","","1"
"2023-11","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","210.3","","","","1"
"2023-12","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","210.8","","","","1"
"2024-01","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","210.3","","","","1"
"2024-02","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","211.4","","","","1"
"2024-03","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","209.3","","","","1"
"2024-04","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","208.8","","","","1"
"2024-05","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","210.9","","","","1"
"2024-06","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","209.1","","","","1"
"2024-07","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","209.1","","","","1"
"2024-08","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","210.2","","","","1"
"2024-09","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","208.7","","","","1"
"2024-10","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","207.7","","","","1"
"2024-11","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","209.9","","","","1"
"2024-12","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","210.3","","","","1"
"2025-01","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","209.8","","","","1"
"2025-02","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","211.9","","","","1"
"2025-03","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","209.8","","","","1"
"2025-04","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","209.3","","","","1"
"2025-05","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","211.1","","","","1"
"2025-06","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","209.8","","","","1"
"2025-07","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","210.6","","","","1"
"2025-08","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","212.6","","","","1"
"2025-09","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","212.7","","","","1"
"2025-10","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","212.1","","","","1"
"2025-11","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","218.2","","","","1"
"2025-12","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","219.8","","","","1"
"2026-01","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","217.5","","","","1"
"2026-02","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","219.5","","","","1"
"2026-03","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","217.8","","","","1"
"2026-04","Canada","2016A000011124","Bakery products","2002=100","17","units","0","v41691001","2.30","216.5","","","","1"
"2021-01","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","137.8","","","","1"
"2021-02","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","141.4","","","","1"
"2021-03","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","138.7","","","","1"
"2021-04","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","138.6","","","","1"
"2021-05","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","141.1","","","","1"
"2021-06","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","141.8","","","","1"
"2021-07","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","138.8","","","","1"
"2021-08","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","139.4","","","","1"
"2021-09","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","137.3","","","","1"
"2021-10","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","138.0","","","","1"
"2021-11","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","139.6","","","","1"
"2021-12","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","145.6","","","","1"
"2022-01","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","149.1","","","","1"
"2022-02","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","151.4","","","","1"
"2022-03","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","151.2","","","","1"
"2022-04","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","152.4","","","","1"
"2022-05","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","157.1","","","","1"
"2022-06","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","156.3","","","","1"
"2022-07","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","155.0","","","","1"
"2022-08","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","157.8","","","","1"
"2022-09","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","154.8","","","","1"
"2022-10","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","150.3","","","","1"
"2022-11","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","155.0","","","","1"
"2022-12","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","161.5","","","","1"
"2023-01","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","165.4","","","","1"
"2023-02","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","167.3","","","","1"
"2023-03","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","161.9","","","","1"
"2023-04","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","165.0","","","","1"
"2023-05","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","166.0","","","","1"
"2023-06","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","172.5","","","","1"
"2023-07","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","161.3","","","","1"
"2023-08","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","158.1","","","","1"
"2023-09","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","159.5","","","","1"
"2023-10","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","157.5","","","","1"
"2023-11","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","162.0","","","","1"
"2023-12","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","166.8","","","","1"
"2024-01","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","168.6","","","","1"
"2024-02","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","163.0","","","","1"
"2024-03","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","157.8","","","","1"
"2024-04","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","157.8","","","","1"
"2024-05","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","161.3","","","","1"
"2024-06","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","163.5","","","","1"
"2024-07","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","161.2","","","","1"
"2024-08","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","160.4","","","","1"
"2024-09","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","162.1","","","","1"
"2024-10","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","157.9","","","","1"
"2024-11","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","156.8","","","","1"
"2024-12","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","160.6","","","","1"
"2025-01","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","168.3","","","","1"
"2025-02","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","170.6","","","","1"
"2025-03","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","166.6","","","","1"
"2025-04","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","165.7","","","","1"
"2025-05","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","167.4","","","","1"
"2025-06","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","166.9","","","","1"
"2025-07","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","167.5","","","","1"
"2025-08","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","158.7","","","","1"
"2025-09","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","159.8","","","","1"
"2025-10","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","156.7","","","","1"
"2025-11","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","163.7","","","","1"
"2025-12","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","167.8","","","","1"
"2026-01","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","163.0","","","","1"
"2026-02","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","164.0","","","","1"
"2026-03","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","162.8","","","","1"
"2026-04","Canada","2016A000011124","Fresh fruit","2002=100","17","units","0","v41691011","2.40","164.8","","","","1"
"2021-01","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","168.1","","","","1"
"2021-02","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","169.0","","","","1"
"2021-03","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","160.7","","","","1"
"2021-04","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","151.7","","","","1"
"2021-05","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","155.1","","","","1"
"2021-06","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","154.4","","","","1"
"2021-07","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","156.3","","","","1"
"2021-08","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","152.8","","","","1"
"2021-09","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","149.5","","","","1"
"2021-10","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","149.3","","","","1"
"2021-11","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","164.0","","","","1"
"2021-12","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","166.1","","","","1"
"2022-01","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","170.8","","","","1"
"2022-02","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","171.1","","","","1"
"2022-03","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","168.1","","","","1"
"2022-04","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","164.1","","","","1"
"2022-05","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","171.0","","","","1"
"2022-06","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","169.0","","","","1"
"2022-07","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","170.0","","","","1"
"2022-08","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","167.0","","","","1"
"2022-09","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","167.2","","","","1"
"2022-10","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","165.7","","","","1"
"2022-11","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","182.3","","","","1"
"2022-12","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","188.7","","","","1"
"2023-01","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","195.9","","","","1"
"2023-02","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","194.0","","","","1"
"2023-03","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","186.2","","","","1"
"2023-04","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","178.5","","","","1"
"2023-05","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","186.2","","","","1"
"2023-06","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","182.8","","","","1"
"2023-07","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","185.6","","","","1"
"2023-08","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","181.6","","","","1"
"2023-09","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","179.9","","","","1"
"2023-10","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","174.0","","","","1"
"2023-11","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","186.9","","","","1"
"2023-12","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","189.7","","","","1"
"2024-01","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","197.3","","","","1"
"2024-02","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","200.6","","","","1"
"2024-03","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","190.9","","","","1"
"2024-04","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","184.1","","","","1"
"2024-05","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","190.5","","","","1"
"2024-06","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","189.8","","","","1"
"2024-07","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","195.0","","","","1"
"2024-08","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","189.5","","","","1"
"2024-09","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","187.8","","","","1"
"2024-10","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","182.5","","","","1"
"2024-11","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","193.9","","","","1"
"2024-12","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","199.6","","","","1"
"2025-01","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","206.0","","","","1"
"2025-02","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","202.5","","","","1"
"2025-03","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","192.0","","","","1"
"2025-04","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","191.0","","","","1"
"2025-05","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","192.5","","","","1"
"2025-06","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","184.0","","","","1"
"2025-07","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","188.2","","","","1"
"2025-08","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","185.7","","","","1"
"2025-09","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","191.3","","","","1"
"2025-10","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","179.9","","","","1"
"2025-11","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","192.1","","","","1"
"2025-12","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","197.0","","","","1"
"2026-01","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","202.2","","","","1"
"2026-02","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","203.6","","","","1"
"2026-03","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","207.0","","","","1"
"2026-04","Canada","2016A000011124","Fresh vegetables","2002=100","17","units","0","v41691021","2.50","198.9","","","","1"


